Orthogroup	Most_Annotated_Protein	Species
OG0004613_00	LOCUS10819	Laspla
OG0004614_00	LOCUS5232	Laspla
OG0004615_00	LOCUS12529	Laspla
OG0004616_00	LOCUS10447	Laspla
OG0004617_00	LOCUS8286	Laspla
OG0004618_00	LOCUS12337	Laspla
OG0004619_00	LOCUS7615	Laspla
OG0004620_00	Peptidase_M12B_propeptide_g12876_i1	Acafer
OG0004621_00	LOCUS1056	Laspla
OG0004622_00	LOCUS13397	Laspla
OG0004623_00	LOCUS10398	Laspla
OG0004624_00	LOCUS5302	Laspla
OG0004625_00	LOCUS10789	Laspla
OG0004626_00	G6Z76_0006620	Acrcha
OG0004627_00	LOCUS10037	Laspla
OG0004628_00	LOCUS6075	Laspla
OG0004629_00	LOCUS823	Laspla
OG0004630_00	LOCUS10654	Laspla
OG0004631_00	LOCUS12155	Laspla
OG0004632_00	LOCUS1904-2	Laspla
OG0004633_00	LOCUS6656	Laspla
OG0004634_00	LOCUS14716	Laspla
OG0004635_00	LOCUS536	Laspla
OG0004636_00	LOCUS12105	Laspla
OG0004637_00	LOCUS13386	Laspla
OG0004638_00	LOCUS5234	Laspla
OG0004639_00	LOCUS3707	Laspla
OG0004640_00	LOCUS6037	Laspla
OG0004641_00	G6Z76_0011287	Acrcha
OG0004643_00	G6Z76_0004686	Acrcha
OG0004644_00	LOCUS6901	Laspla
OG0004645_00	LOCUS5766	Laspla
OG0004646_00	LOCUS8683	Laspla
OG0004647_00	LOCUS4247	Laspla
OG0004648_00	LOCUS13096	Laspla
OG0004649_00	G6Z76_0004731	Acrcha
OG0004650_00	LOCUS9456	Laspla
OG0004651_00	G6Z76_0007406	Acrcha
OG0004652_00	G6Z76_0007339	Acrcha
OG0004653_00	LOCUS9338	Laspla
OG0004654_00	LOCUS8643	Laspla
OG0004655_00	LOCUS5109	Laspla
OG0004656_00	Hsp40_g09893_i1	Acafer
OG0004657_00	LOCUS6502	Laspla
OG0004658_00	LOCUS13956	Laspla
OG0004659_00	G6Z76_0007774	Acrcha
OG0004660_00	LOCUS2721	Laspla
OG0004661_00	LOCUS3626	Laspla
OG0004662_00	LOCUS3639	Laspla
OG0004663_00	Ankyrin_g15230_i1	Acafer
OG0004664_00	OAMB_g12435_i1_split1	Acrsub
OG0004665_00	PHD_finger_g14957_i1	Acafer
OG0004666_00	LOCUS1062	Laspla
OG0004667_00	LOCUS6764	Laspla
OG0004668_00	LOCUS3006	Laspla
OG0004669_00	LOCUS5972	Laspla
OG0004670_00	G6Z76_0002519	Acrcha
OG0004671_00	LOCUS619	Laspla
OG0004672_00	LOCUS7246-3	Laspla
OG0004673_00	LOCUS10114	Laspla
OG0004674_00	G6Z76_0013900	Acrcha
OG0004675_00	LOCUS11688	Laspla
OG0004676_00	LOCUS6841	Laspla
OG0004677_00	G6Z76_0012063	Acrcha
OG0004678_00	LOCUS81	Laspla
OG0004679_00	LOCUS5788	Laspla
OG0004680_00	LOCUS12122	Laspla
OG0004681_00	LOCUS10553	Laspla
OG0004682_00	LOCUS13843	Laspla
OG0004683_00	Peptidase_M22_glycoprotease_subgroup_g10338_i1	Acafer
OG0004684_00	LOCUS11409	Laspla
OG0004685_00	LOCUS12109	Laspla
OG0004686_00	LOCUS3568	Laspla
OG0004687_00	G6Z76_0002551	Acrcha
OG0004688_00	LOCUS13256	Laspla
OG0004689_00	LOCUS14577	Laspla
OG0004690_00	LOCUS5128	Laspla
OG0004691_00	LOCUS11641	Laspla
OG0004692_00	G6Z76_0014603	Acrcha
OG0004693_00	G6Z76_0014613	Acrcha
OG0004694_00	LOCUS11028	Laspla
OG0004695_00	LOCUS771	Laspla
OG0004696_00	LOCUS10757	Laspla
OG0004697_00	G6Z76_0000810	Acrcha
OG0004698_00	LOCUS14558	Laspla
OG0004699_00	LOCUS14482	Laspla
OG0004700_00	LOCUS14531	Laspla
OG0004701_00	LOCUS9256	Laspla
OG0004702_00	LOCUS8815	Laspla
OG0004703_00	LOCUS7217	Laspla
OG0004704_00	LOCUS5539	Laspla
OG0004705_00	LOCUS12134	Laspla
OG0004706_00	LOCUS3941	Laspla
OG0004707_00	LOCUS5872	Laspla
OG0004708_00	LOCUS4238	Laspla
OG0004709_00	LOCUS3753	Laspla
OG0004710_00	LOCUS3994	Laspla
OG0004711_00	LOCUS4015	Laspla
OG0004712_00	LOCUS4747	Laspla
OG0004713_00	LOCUS515	Laspla
OG0004714_00	LOCUS10635	Laspla
OG0004715_00	LOCUS3718	Laspla
OG0004716_00	LOCUS5059	Laspla
OG0004717_00	LOCUS26	Laspla
OG0004718_00	LOCUS10847	Laspla
OG0004719_00	G6Z77_0014905	Acrhey
OG0004720_00	LOCUS14476	Laspla
OG0004721_00	LOCUS2750	Laspla
OG0004722_00	G6Z76_0005064	Acrcha
OG0004723_00	LOCUS13161	Laspla
OG0004724_00	LOCUS304	Laspla
OG0004725_00	LOCUS7968	Laspla
OG0004726_00	LOCUS10380	Laspla
OG0004727_00	LOCUS8046	Laspla
OG0004728_00	Alpha_beta_hydrolase_fold-1_g02948_i1	Acafer
OG0004729_00	Peptidase_C12_ubiquitin_carboxyl-terminal_hydrolase_1_g01727_i1	Acafer
OG0004730_00	Peptidase_C19_ubiquitin_carboxyl-terminal_hydrolase_2_g04008_i1	Acafer
OG0004731_00	LOCUS13150-2	Laspla
OG0004732_00	LOCUS7182	Laspla
OG0004733_00	LOCUS3796	Laspla
OG0004734_00	LOCUS6181	Laspla
OG0004735_00	LOCUS6324	Laspla
OG0004736_00	LOCUS6462	Laspla
OG0004737_00	LOCUS6312	Laspla
OG0004738_00	LOCUS6824	Laspla
OG0004739_00	LOCUS3302	Laspla
OG0004740_00	LOCUS3430	Laspla
OG0004741_00	LOCUS3184	Laspla
OG0004742_00	LOCUS3175-2	Laspla
OG0004743_00	LOCUS3136	Laspla
OG0004744_00	LOCUS3099	Laspla
OG0004745_00	LOCUS7745	Laspla
OG0004746_00	LOCUS11496	Laspla
OG0004747_00	LOCUS11386	Laspla
OG0004748_00	LOCUS11388	Laspla
OG0004749_00	LOCUS7449	Laspla
OG0004750_00	LOCUS7454-2	Laspla
OG0004751_00	LOCUS12780	Laspla
OG0004752_00	LOCUS6101-8	Laspla
OG0004753_00	LOCUS2904	Laspla
OG0004754_00	LOCUS13592	Laspla
OG0004755_00	LOCUS13588	Laspla
OG0004756_00	LOCUS13124	Laspla
OG0004757_00	LOCUS13450	Laspla
OG0004758_00	G6Z76_0002473	Acrcha
OG0004759_00	LOCUS1206	Laspla
OG0004760_00	LOCUS6995	Laspla
OG0004761_00	LOCUS1243	Laspla
OG0004762_00	LOCUS558	Laspla
OG0004763_00	LOCUS13189	Laspla
OG0004764_00	LOCUS13468-2	Laspla
OG0004765_00	LOCUS13175	Laspla
OG0004766_00	LOCUS13521	Laspla
OG0004767_00	LOCUS3356	Laspla
OG0004768_00	LOCUS3364	Laspla
OG0004769_00	LOCUS11935	Laspla
OG0004770_00	LOCUS7844	Laspla
OG0004771_00	LOCUS579	Laspla
OG0004772_00	LOCUS811	Laspla
OG0004773_00	G6Z76_0008038	Acrcha
OG0004774_00	LOCUS986	Laspla
OG0004775_00	LOCUS3563	Laspla
OG0004776_00	LOCUS2660	Laspla
OG0004777_00	LOCUS6902	Laspla
OG0004778_00	LOCUS10795	Laspla
OG0004779_00	LOCUS2842	Laspla
OG0004780_00	LOCUS2866	Laspla
OG0004781_00	LOCUS6932	Laspla
OG0004782_00	LOCUS14692	Laspla
OG0004783_00	LOCUS14701	Laspla
OG0004784_00	G6Z76_0000448	Acrcha
OG0004785_00	LOCUS14555	Laspla
OG0004786_00	LOCUS7250	Laspla
OG0004787_00	LOCUS2418	Laspla
OG0004788_00	LOCUS8717-2	Laspla
OG0004789_00	LOCUS11005	Laspla
OG0004790_00	LOCUS12764	Laspla
OG0004791_00	LOCUS8082	Laspla
OG0004792_00	LOCUS2968	Laspla
OG0004793_00	LOCUS3248	Laspla
OG0004794_00	LOCUS6379	Laspla
OG0004795_00	LOCUS8932	Laspla
OG0004796_00	LOCUS8839	Laspla
OG0004797_00	LOCUS8817	Laspla
OG0004798_00	LOCUS8626	Laspla
OG0004799_00	LOCUS8712	Laspla
OG0004800_00	LOCUS8791-2	Laspla
OG0004801_00	LOCUS8794	Laspla
OG0004802_00	LOCUS8795	Laspla
OG0004803_00	LOCUS10068	Laspla
OG0004804_00	LOCUS9214	Laspla
OG0004805_00	LOCUS11723	Laspla
OG0004806_00	LOCUS14389	Laspla
OG0004807_00	LOCUS14365	Laspla
OG0004808_00	LOCUS5254	Laspla
OG0004809_00	LOCUS2546	Laspla
OG0004810_00	LOCUS5778	Laspla
OG0004811_00	LOCUS4172	Laspla
OG0004812_00	G6Z76_0005651	Acrcha
OG0004813_00	LOCUS13915	Laspla
OG0004814_00	LOCUS12213	Laspla
OG0004815_00	LOCUS12206	Laspla
OG0004816_00	G6Z76_0002954	Acrcha
OG0004817_00	LOCUS14458	Laspla
OG0004818_00	LOCUS7163	Laspla
OG0004819_00	LOCUS5424	Laspla
OG0004820_00	LOCUS7186	Laspla
OG0004821_00	LOCUS7220	Laspla
OG0004822_00	LOCUS10108	Laspla
OG0004823_00	LOCUS2005	Laspla
OG0004824_00	LOCUS5517	Laspla
OG0004825_00	LOCUS12873	Laspla
OG0004826_00	LOCUS1906	Laspla
OG0004827_00	LOCUS5557	Laspla
OG0004828_00	LOCUS12145	Laspla
OG0004829_00	LOCUS11984	Laspla
OG0004830_00	LOCUS5904	Laspla
OG0004831_00	LOCUS6827	Laspla
OG0004832_00	LOCUS4047	Laspla
OG0004833_00	LOCUS3848	Laspla
OG0004834_00	LOCUS3863	Laspla
OG0004835_00	LOCUS11733	Laspla
OG0004836_00	LOCUS2299	Laspla
OG0004837_00	LOCUS2352	Laspla
OG0004838_00	LOCUS2445	Laspla
OG0004839_00	G6Z76_0001411	Acrcha
OG0004840_00	G6Z76_0000994	Acrcha
OG0004841_00	LOCUS2815	Laspla
OG0004842_00	LOCUS12580	Laspla
OG0004843_00	LOCUS12607	Laspla
OG0004844_00	LOCUS1119	Laspla
OG0004845_00	LOCUS1070	Laspla
OG0004846_00	LOCUS599	Laspla
OG0004847_00	LOCUS468	Laspla
OG0004848_00	LOCUS3739	Laspla
OG0004849_00	LOCUS3732	Laspla
OG0004850_00	LOCUS3679-2	Laspla
OG0004851_00	LOCUS3826	Laspla
OG0004852_00	LOCUS3819	Laspla
OG0004853_00	LOCUS3653	Laspla
OG0004854_00	LOCUS129	Laspla
OG0004855_00	LOCUS6885	Laspla
OG0004856_00	LOCUS6564	Laspla
OG0004857_00	LOCUS6579	Laspla
OG0004858_00	LOCUS27	Laspla
OG0004859_00	LOCUS5792	Laspla
OG0004860_00	G6Z76_0011434	Acrcha
OG0004861_00	LOCUS10853	Laspla
OG0004862_00	LOCUS11314	Laspla
OG0004863_00	LOCUS10873	Laspla
OG0004864_00	LOCUS10897	Laspla
OG0004865_00	LOCUS11146	Laspla
OG0004866_00	LOCUS11207	Laspla
OG0004867_00	LOCUS10878	Laspla
OG0004868_00	LOCUS13049	Laspla
OG0004869_00	LOCUS13566	Laspla
OG0004870_00	G6Z76_0003763	Acrcha
OG0004871_00	LOCUS10473	Laspla
OG0004872_00	G6Z76_0004857	Acrcha
OG0004873_00	LOCUS8428	Laspla
OG0004874_00	LOCUS1988	Laspla
OG0004875_00	LOCUS10221	Laspla
OG0004876_00	LOCUS9490	Laspla
OG0004877_00	LOCUS10564	Laspla
OG0004878_00	LOCUS2002	Laspla
OG0004879_00	LOCUS13934	Laspla
OG0004880_00	LOCUS5004	Laspla
OG0004881_00	LOCUS8246	Laspla
OG0004882_00	LOCUS2076	Laspla
OG0004883_00	LOCUS9973	Laspla
OG0004884_00	LOCUS5387	Laspla
OG0004885_00	LOCUS10450	Laspla
OG0004886_00	HOX_domain_g15987_i1	Acafer
OG0004887_00	Hsp40_g06183_i1	Acafer
OG0004888_00	Hsp40_g15078_i1	Acafer
OG0004889_00	LOCUS13243	Laspla
OG0004890_00	LOCUS11890-2	Laspla
OG0004891_00	LOCUS7092	Laspla
OG0004892_00	Peptidase_C19_ubiquitin_carboxyl-terminal_hydrolase_2_g01269_i1	Acafer
OG0004893_00	LOCUS10546	Laspla
OG0004894_00	LOCUS6427-2	Laspla
OG0004895_00	LOCUS6444	Laspla
OG0004896_00	adiponectin_g14013_i1	Acafer
OG0004897_00	eyes_absent_g13184_i2	Acafer
OG0004898_00	LOCUS2661	Laspla
OG0004899_00	LOCUS6224	Laspla
OG0004900_00	LOCUS13460	Laspla
OG0004901_00	G6Z76_0004907	Acrcha
OG0004902_00	LOCUS11210	Laspla
OG0004903_00	LOCUS6439	Laspla
OG0004904_00	LOCUS6631	Laspla
OG0004905_00	LOCUS6654	Laspla
OG0004906_00	G6Z76_0012232	Acrcha
OG0004907_00	LOCUS6397	Laspla
OG0004908_00	LOCUS6857	Laspla
OG0004909_00	LOCUS6858	Laspla
OG0004910_00	LOCUS6329	Laspla
OG0004911_00	LOCUS6629	Laspla
OG0004912_00	LOCUS6445	Laspla
OG0004913_00	LOCUS6466	Laspla
OG0004914_00	LOCUS6468	Laspla
OG0004915_00	LOCUS6469	Laspla
OG0004916_00	LOCUS6470	Laspla
OG0004917_00	LOCUS6755	Laspla
OG0004918_00	LOCUS6498	Laspla
OG0004919_00	LOCUS6501	Laspla
OG0004920_00	LOCUS6351	Laspla
OG0004921_00	LOCUS6606	Laspla
OG0004922_00	LOCUS6594	Laspla
OG0004923_00	LOCUS8305	Laspla
OG0004924_00	LOCUS3112	Laspla
OG0004925_00	LOCUS3198	Laspla
OG0004926_00	LOCUS3137	Laspla
OG0004927_00	LOCUS3135	Laspla
OG0004928_00	LOCUS3051	Laspla
OG0004929_00	LOCUS3046	Laspla
OG0004930_00	G6Z76_0001889	Acrcha
OG0004931_00	LOCUS3448-2	Laspla
OG0004932_00	LOCUS3454	Laspla
OG0004933_00	LOCUS3010	Laspla
OG0004934_00	G6Z76_0001351	Acrcha
OG0004935_00	LOCUS7692	Laspla
OG0004936_00	LOCUS7750-2	Laspla
OG0004937_00	LOCUS7744	Laspla
OG0004938_00	LOCUS10681	Laspla
OG0004939_00	LOCUS11231	Laspla
OG0004940_00	LOCUS11234	Laspla
OG0004941_00	LOCUS11245	Laspla
OG0004942_00	LOCUS11246	Laspla
OG0004943_00	LOCUS11298	Laspla
OG0004944_00	LOCUS11301	Laspla
OG0004945_00	LOCUS11465	Laspla
OG0004946_00	G6Z76_0008498	Acrcha
OG0004947_00	LOCUS12108	Laspla
OG0004948_00	LOCUS12749	Laspla
OG0004949_00	LOCUS12720	Laspla
OG0004950_00	LOCUS12727	Laspla
OG0004951_00	LOCUS9527	Laspla
OG0004952_00	LOCUS5840	Laspla
OG0004953_00	G6Z76_0009886	Acrcha
OG0004954_00	G6Z76_0009884	Acrcha
OG0004955_00	LOCUS5999	Laspla
OG0004956_00	LOCUS6080	Laspla
OG0004957_00	LOCUS6084	Laspla
OG0004958_00	LOCUS6207	Laspla
OG0004959_00	LOCUS5924	Laspla
OG0004960_00	LOCUS6206	Laspla
OG0004961_00	LOCUS6136	Laspla
OG0004962_00	LOCUS6140	Laspla
OG0004963_00	LOCUS6175	Laspla
OG0004964_00	LOCUS6182	Laspla
OG0004965_00	LOCUS6144	Laspla
OG0004966_00	G6Z76_0014634	Acrcha
OG0004967_00	LOCUS2907	Laspla
OG0004968_00	LOCUS2903	Laspla
OG0004969_00	LOCUS2323	Laspla
OG0004970_00	LOCUS10764	Laspla
OG0004971_00	G6Z76_0013824	Acrcha
OG0004972_00	LOCUS10783	Laspla
OG0004973_00	LOCUS13054	Laspla
OG0004974_00	LOCUS13655	Laspla
OG0004975_00	LOCUS13080	Laspla
OG0004976_00	LOCUS13438	Laspla
OG0004977_00	LOCUS12972	Laspla
OG0004978_00	LOCUS13578	Laspla
OG0004979_00	LOCUS13097	Laspla
OG0004980_00	LOCUS13100	Laspla
OG0004981_00	LOCUS13323	Laspla
OG0004982_00	LOCUS13311	Laspla
OG0004983_00	LOCUS13274-2	Laspla
OG0004984_00	LOCUS13236	Laspla
OG0004985_00	LOCUS13237	Laspla
OG0004986_00	LOCUS13459	Laspla
OG0004987_00	LOCUS10991	Laspla
OG0004988_00	LOCUS13662	Laspla
OG0004989_00	LOCUS5667	Laspla
OG0004990_00	LOCUS12532	Laspla
OG0004991_00	LOCUS12350	Laspla
OG0004992_00	LOCUS2964	Laspla
OG0004993_00	LOCUS2954	Laspla
OG0004994_00	LOCUS2953	Laspla
OG0004995_00	LOCUS2927	Laspla
OG0004996_00	LOCUS13775	Laspla
OG0004997_00	LOCUS13809	Laspla
OG0004998_00	LOCUS14067	Laspla
OG0004999_00	LOCUS1198	Laspla
OG0005000_00	LOCUS6989	Laspla
OG0005001_00	LOCUS14660	Laspla
OG0005002_00	LOCUS5150	Laspla
OG0005003_00	LOCUS1283	Laspla
OG0005004_00	LOCUS1262	Laspla
OG0005005_00	LOCUS1259	Laspla
OG0005006_00	LOCUS1242	Laspla
OG0005007_00	LOCUS1222	Laspla
OG0005008_00	LOCUS1221	Laspla
OG0005009_00	LOCUS13145	Laspla
OG0005010_00	G6Z76_0002516	Acrcha
OG0005011_00	LOCUS13134	Laspla
OG0005012_00	LOCUS13187	Laspla
OG0005013_00	LOCUS13209-2	Laspla
OG0005014_00	LOCUS13026	Laspla
OG0005015_00	LOCUS13467	Laspla
OG0005016_00	LOCUS13469	Laspla
OG0005017_00	LOCUS13477	Laspla
OG0005018_00	LOCUS13348	Laspla
OG0005019_00	LOCUS13167	Laspla
OG0005020_00	LOCUS13288	Laspla
OG0005021_00	LOCUS13290	Laspla
OG0005022_00	LOCUS13501	Laspla
OG0005023_00	G6Z76_0002226	Acrcha
OG0005024_00	LOCUS13305	Laspla
OG0005025_00	LOCUS7546	Laspla
OG0005026_00	LOCUS3363-2	Laspla
OG0005027_00	LOCUS3394	Laspla
OG0005028_00	LOCUS3397	Laspla
OG0005029_00	LOCUS11933-2	Laspla
OG0005030_00	LOCUS11905	Laspla
OG0005031_00	LOCUS7779	Laspla
OG0005032_00	LOCUS7788	Laspla
OG0005033_00	LOCUS7799	Laspla
OG0005034_00	LOCUS965	Laspla
OG0005035_00	LOCUS925	Laspla
OG0005036_00	LOCUS572	Laspla
OG0005037_00	LOCUS736	Laspla
OG0005038_00	LOCUS769	Laspla
OG0005039_00	LOCUS848	Laspla
OG0005040_00	LOCUS853	Laspla
OG0005041_00	G6Z76_0003136	Acrcha
OG0005042_00	LOCUS799	Laspla
OG0005043_00	LOCUS805	Laspla
OG0005044_00	LOCUS812	Laspla
OG0005045_00	LOCUS816	Laspla
OG0005046_00	G6Z76_0008089	Acrcha
OG0005047_00	G6Z77_0015295	Acrhey
OG0005048_00	LOCUS426	Laspla
OG0005049_00	LOCUS425	Laspla
OG0005050_00	LOCUS911	Laspla
OG0005051_00	LOCUS3665	Laspla
OG0005052_00	LOCUS7296	Laspla
OG0005053_00	G6Z76_0007890	Acrcha
OG0005054_00	LOCUS7305	Laspla
OG0005055_00	LOCUS12303	Laspla
OG0005056_00	LOCUS6897	Laspla
OG0005057_00	LOCUS13723	Laspla
OG0005058_00	LOCUS14725	Laspla
OG0005059_00	LOCUS13749	Laspla
OG0005060_00	LOCUS10644	Laspla
OG0005061_00	LOCUS13741	Laspla
OG0005062_00	LOCUS8276	Laspla
OG0005063_00	LOCUS11824	Laspla
OG0005064_00	LOCUS9525	Laspla
OG0005065_00	LOCUS8323	Laspla
OG0005066_00	LOCUS10709	Laspla
OG0005067_00	LOCUS10710	Laspla
OG0005068_00	G6Z76_0013864	Acrcha
OG0005069_00	LOCUS11768	Laspla
OG0005070_00	LOCUS10794	Laspla
OG0005071_00	LOCUS10803	Laspla
OG0005072_00	G6Z76_0000812	Acrcha
OG0005073_00	LOCUS11451	Laspla
OG0005074_00	LOCUS11417-2	Laspla
OG0005075_00	LOCUS2865	Laspla
OG0005076_00	LOCUS2868	Laspla
OG0005077_00	LOCUS6925	Laspla
OG0005078_00	LOCUS6923	Laspla
OG0005079_00	G6Z76_0006656	Acrcha
OG0005080_00	LOCUS5083	Laspla
OG0005081_00	G6Z76_0001163	Acrcha
OG0005082_00	LOCUS5221	Laspla
OG0005083_00	G6Z76_0000479	Acrcha
OG0005084_00	LOCUS5178	Laspla
OG0005085_00	LOCUS14633	Laspla
OG0005086_00	LOCUS1143	Laspla
OG0005087_00	LOCUS1169	Laspla
OG0005088_00	LOCUS5588	Laspla
OG0005089_00	LOCUS8297	Laspla
OG0005090_00	LOCUS14562	Laspla
OG0005091_00	LOCUS14538-2	Laspla
OG0005092_00	LOCUS14080	Laspla
OG0005093_00	LOCUS7241	Laspla
OG0005094_00	LOCUS7254	Laspla
OG0005095_00	LOC138935228	Polmex
OG0005096_00	LOCUS7264	Laspla
OG0005097_00	LOCUS10613	Laspla
OG0005098_00	LOCUS8288	Laspla
OG0005099_00	LOCUS5474	Laspla
OG0005100_00	LOCUS5476	Laspla
OG0005101_00	LOCUS5484	Laspla
OG0005102_00	LOCUS14606	Laspla
OG0005103_00	LOCUS14607	Laspla
OG0005104_00	LOCUS14654	Laspla
OG0005105_00	LOCUS14653	Laspla
OG0005106_00	LOCUS14652	Laspla
OG0005107_00	LOCUS14534	Laspla
OG0005108_00	LOCUS8564	Laspla
OG0005109_00	LOCUS8036	Laspla
OG0005110_00	LOCUS8037	Laspla
OG0005111_00	LOCUS8372	Laspla
OG0005112_00	LOCUS8373	Laspla
OG0005113_00	LOCUS8731	Laspla
OG0005114_00	LOCUS8722	Laspla
OG0005115_00	G6Z76_0001073	Acrcha
OG0005116_00	LOCUS9281	Laspla
OG0005117_00	LOCUS9304	Laspla
OG0005118_00	LOCUS9307	Laspla
OG0005119_00	LOCUS9310	Laspla
OG0005120_00	LOCUS9374	Laspla
OG0005121_00	G6Z76_0012945	Acrcha
OG0005122_00	LOCUS403	Laspla
OG0005123_00	LOCUS902	Laspla
OG0005124_00	LOCUS859	Laspla
OG0005125_00	LOCUS12659	Laspla
OG0005126_00	LOCUS12654	Laspla
OG0005127_00	LOCUS12797	Laspla
OG0005128_00	LOCUS8400	Laspla
OG0005129_00	LOCUS10150	Laspla
OG0005130_00	LOCUS10139	Laspla
OG0005131_00	G6Z76_0008968	Acrcha
OG0005132_00	G6Z76_0008971	Acrcha
OG0005133_00	LOCUS10130	Laspla
OG0005134_00	LOCUS8219	Laspla
OG0005135_00	LOCUS8026	Laspla
OG0005136_00	LOCUS8079	Laspla
OG0005137_00	LOCUS7323	Laspla
OG0005138_00	LOCUS7326	Laspla
OG0005139_00	LOCUS7329	Laspla
OG0005140_00	LOCUS6389-3	Laspla
OG0005141_00	LOCUS6382	Laspla
OG0005142_00	LOCUS12825	Laspla
OG0005143_00	LOCUS6692	Laspla
OG0005144_00	LOCUS6688	Laspla
OG0005145_00	LOCUS6665	Laspla
OG0005146_00	LOCUS6759	Laspla
OG0005147_00	LOCUS6818	Laspla
OG0005148_00	LOCUS11756	Laspla
OG0005149_00	LOCUS2168	Laspla
OG0005150_00	LOCUS10250	Laspla
OG0005151_00	LOCUS10352	Laspla
OG0005152_00	LOCUS10358	Laspla
OG0005153_00	LOCUS9032	Laspla
OG0005154_00	G6Z76_0011684	Acrcha
OG0005155_00	G6Z76_0008514	Acrcha
OG0005156_00	LOCUS9160	Laspla
OG0005157_00	Alpha_beta_hydrolase_fold-1_g07742_i1	Acrame
OG0005158_00	LOCUS8985	Laspla
OG0005159_00	LOCUS8984	Laspla
OG0005160_00	LOCUS24	Laspla
OG0005161_00	LOCUS8921	Laspla
OG0005162_00	LOCUS8957	Laspla
OG0005163_00	LOCUS9359	Laspla
OG0005164_00	LOCUS9364	Laspla
OG0005165_00	LOCUS8889	Laspla
OG0005166_00	LOCUS8886	Laspla
OG0005167_00	LOCUS8756	Laspla
OG0005168_00	LOCUS274	Laspla
OG0005169_00	LOCUS8715	Laspla
OG0005170_00	LOCUS8710	Laspla
OG0005171_00	LOCUS8810	Laspla
OG0005172_00	LOCUS8807	Laspla
OG0005173_00	LOCUS9095	Laspla
OG0005174_00	LOCUS8851	Laspla
OG0005175_00	LOCUS10076-2	Laspla
OG0005176_00	LOCUS2144	Laspla
OG0005177_00	LOCUS2147	Laspla
OG0005178_00	G6Z76_0010318	Acrcha
OG0005179_00	LOCUS13905	Laspla
OG0005180_00	LOCUS13779	Laspla
OG0005181_00	LOCUS8568	Laspla
OG0005182_00	LOCUS11722	Laspla
OG0005183_00	LOCUS11676-2	Laspla
OG0005184_00	LOCUS2637	Laspla
OG0005185_00	LOCUS14388	Laspla
OG0005186_00	LOCUS5264	Laspla
OG0005187_00	LOCUS5672	Laspla
OG0005188_00	LOCUS2601	Laspla
OG0005189_00	LOCUS13955	Laspla
OG0005190_00	LOCUS13957	Laspla
OG0005191_00	LOCUS13958	Laspla
OG0005192_00	LOCUS12210	Laspla
OG0005193_00	LOCUS12205	Laspla
OG0005194_00	LOCUS12232	Laspla
OG0005195_00	PHD_finger_g09192_i1	Diskam
OG0005196_00	LOCUS12296	Laspla
OG0005197_00	LOCUS12444	Laspla
OG0005198_00	LOCUS12438	Laspla
OG0005199_00	LOCUS12432	Laspla
OG0005200_00	LOCUS12424	Laspla
OG0005201_00	LOCUS12419	Laspla
OG0005202_00	LOCUS12415	Laspla
OG0005203_00	LOCUS691	Laspla
OG0005204_00	LOCUS10240	Laspla
OG0005205_00	G6Z76_0002707	Acrcha
OG0005206_00	LOCUS5330	Laspla
OG0005207_00	LOCUS5313	Laspla
OG0005208_00	LOCUS5308	Laspla
OG0005209_00	LOCUS7143	Laspla
OG0005210_00	LOCUS5407	Laspla
OG0005211_00	LOCUS2624	Laspla
OG0005212_00	LOCUS7221	Laspla
OG0005213_00	LOCUS14087	Laspla
OG0005214_00	LOCUS14103	Laspla
OG0005215_00	LOCUS14105	Laspla
OG0005216_00	LOCUS14115	Laspla
OG0005217_00	LOCUS2125	Laspla
OG0005218_00	LOCUS10096	Laspla
OG0005219_00	LOCUS10088	Laspla
OG0005220_00	LOCUS5530	Laspla
OG0005221_00	G6Z76_0006197	Acrcha
OG0005222_00	LOCUS12874	Laspla
OG0005223_00	LOCUS5560	Laspla
OG0005224_00	LOCUS18-4	Laspla
OG0005225_00	LOCUS19	Laspla
OG0005226_00	LOCUS12389	Laspla
OG0005227_00	LOCUS12163	Laspla
OG0005228_00	LOCUS12162	Laspla
OG0005229_00	G6Z76_0013911	Acrcha
OG0005230_00	G6Z76_0013902	Acrcha
OG0005231_00	LOCUS12189	Laspla
OG0005232_00	LOCUS12187	Laspla
OG0005233_00	LOCUS12184	Laspla
OG0005234_00	LOCUS12182	Laspla
OG0005235_00	LOCUS11833	Laspla
OG0005236_00	LOCUS12882	Laspla
OG0005237_00	G6Z76_0006757	Acrcha
OG0005238_00	LOCUS5897	Laspla
OG0005239_00	LOCUS5891	Laspla
OG0005240_00	LOCUS5890	Laspla
OG0005241_00	LOCUS5888	Laspla
OG0005242_00	LOCUS5886	Laspla
OG0005243_00	LOCUS5885	Laspla
OG0005244_00	LOCUS5870	Laspla
OG0005245_00	LOCUS5860	Laspla
OG0005246_00	LOCUS6559	Laspla
OG0005247_00	LOCUS6529	Laspla
OG0005248_00	LOCUS4185	Laspla
OG0005249_00	LOCUS4283	Laspla
OG0005250_00	LOCUS3978	Laspla
OG0005251_00	LOCUS3983	Laspla
OG0005252_00	LOCUS3967	Laspla
OG0005253_00	LOCUS3930	Laspla
OG0005254_00	LOCUS4004	Laspla
OG0005255_00	LOCUS4364	Laspla
OG0005256_00	LOCUS3856	Laspla
OG0005257_00	LOCUS3878-2	Laspla
OG0005258_00	LOCUS3919	Laspla
OG0005259_00	LOCUS3922	Laspla
